ID|Corporation Name|Month Of Contribution|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
1600|Aesthetic & Reconstructive Surgery, P.C.|June|07/10/2000|08/11/2000|$750.00|REDUCED|$0.00|08/30/2000||
1601|Hearthstone Home|April|05/10/2000|08/11/2000|$750.00|REDUCED|$0.00|08/21/2000||
1602|Hearthstone Home|November|12/10/1998|08/11/2000|$300.00|REDUCED|$0.00|08/21/2000||
1603|Hearthstone Home|March|04/10/1998|08/11/2000|$300.00|REDUCED|$0.00|08/21/2000||
1604|Fremont Education Association|May|06/10/2000|08/15/2000|$750.00|REDUCED|$0.00|08/23/2000||
1605|united|January|02/10/2000|06/18/2000|$750.00|REDUCED|$0.00|08/23/2000||
1606|North Central Anesthesia Services, LLC|July|08/10/2000|08/18/2000|$200.00|REDUCED|$0.00|08/23/2000||
1607|United Parcel Service Inc|May|06/10/2000|08/23/2000|$750.00|PAID|||02/20/2001|
1609|Steve Erdei Sales|April|05/10/2000|08/23/2000|$750.00|REDUCED|$0.00|08/30/2000||
1610|Wicks Truck Trailers Inc|April|05/10/2000|08/29/2000|$750.00|REDUCED|$0.00|09/11/2000||
1611|Schneider-Sharples Corporation|March|04/10/2000|08/28/2000|$750.00|REDUCED|$0.00|09/12/2000||
1612|Nebraska Credit Union League|March|04/10/2000|08/28/2000|$750.00|REDUCED|$0.00|09/11/2000||
1614|Benefit Professionals Inc|August|09/11/2000|09/13/2000|$50.00|REDUCED|$0.00|10/04/2002||
1620|United Parcel Service Inc|June|07/10/2000|09/13/2000|$750.00|PAID|||02/20/2001|
1624|United Airlines|July|07/10/1999|09/29/2000|$300.00|PAID|||09/29/2000|
1625|Duda Company|May|06/10/2000|09/21/2000|$750.00|REDUCED|$0.00|10/06/2000||
1626|Fremont Area Service Club|June|07/10/2000|09/26/2000|$750.00|REDUCED|$0.00|10/06/2000||
1627|Ameritas Life Insurance Company|May|06/10/2000|09/20/2000|$750.00|PAID|||10/13/2000|
1628|UneMed Corporation|April|05/10/2000|09/28/2000|$750.00|PAID|||10/30/2000|
1629|Croker, Huck, Kasher, DeWitt, Anderson & Gonderinger|January|09/11/2000|09/19/2000|$200.00|REDUCED|$0.00|10/06/2000||
1630|Americans for Sound Public Policy|July|08/10/1998|10/05/2000|$300.00|PAID|||10/20/2000|
1631|Americans for Sound Public Policy|June|07/10/1998|10/05/2000|$300.00|PAID|||10/20/2000|
1632|Tracy Broadcasting Corporation|November|12/10/1999|10/05/2000|$750.00|REDUCED|$0.00|10/06/2000||
1634|Fraternal Order of Police Lodge #8|September|10/10/2000|10/12/2000|$50.00|PAID||||
1636|Anheuser Busch Companies|January|10/10/2000|10/13/2000|$75.00|PAID|||10/23/2000|
1637|Anheuser Busch Companies|January|08/10/2000|10/13/2000|$750.00|PAID|||10/13/2000|
1638|Union Pacific Railroad|May|06/10/2000|09/11/2000|$750.00|RED/PAID|$25.00|10/13/2000|10/13/2000|
1639|Fraternal Order of Police Lodge #8|January|10/10/2000|10/12/2000|$50.00|PAID|||11/06/2000|
1643|Northeast Nebraska Medical Association|September|10/10/2000|10/16/2000|$150.00|PAID|||11/07/2000|
1644|Nebraska Advocates for Justice|September|10/10/2000|10/19/2000|$225.00|PAID|||12/01/2000|
1645|Kinder Morgan, Inc.|May|06/10/2000|10/20/2000|$750.00|REDUCED|$0.00|04/12/2001|04/12/2001|
1646|Kinder Morgan, Inc.|June|07/10/2000|10/20/2000|$750.00|REDUCED|$0.00|04/12/2001||
1647|352, Inc.|September|10/10/2000|10/20/2000|$250.00|REDUCED|$0.00|11/03/2000||
1648|Valentine Dealer Services|September|10/10/2000|10/23/2000|$325.00|REDUCED|$0.00|11/08/2000||
1649|HGM Associates, Inc.|September|10/10/2000|10/24/2000|$350.00|REDUCED|$0.00|11/30/2000||
1650|Barkel Enterprises Inc.|September|10/10/2000|10/25/2000|$375.00|REDUCED|$0.00|11/03/2000||
1651|Liberty Title & Escrow, Inc.|September|10/10/2000|11/07/2000|$700.00|REDUCED|$0.00|01/03/2001||
1652|Lincoln Orthopedic & Sports Medicine Clinic, PC|September|10/10/2000|11/09/2000|$725.00|REDUCED|$0.00|11/20/2000||
1653|Sextro-Larsen Podiatry, PC|July|08/10/2000|10/30/2000|$750.00|REDUCED|$0.00|11/20/2000||
1654|Thomas Investment Company, Inc.|January|10/10/2000|10/30/2000|$500.00|REDUCED|$0.00|11/20/2000||
1655|Upland Construction Co.|August|09/10/2000|10/30/2000|$750.00|REDUCED|$0.00|11/20/2000||
1656|Insured Mortgage Equities, Inc.|October|11/13/2000|11/21/2000|$200.00|PAID|||12/26/2000|
1657|Kirkpatrick Pettis|October|11/13/2000|11/16/2000|$75.00|PAID|||12/26/2000|
1658|Lincoln Fire Fighter Association|January|09/10/2000|11/16/2000|$750.00|PAID|||01/16/2001|
1659|Lincoln Fire Fighter Association|January|10/10/2000|11/16/2000|$750.00|PAID|||01/16/2001|
1660|Lincoln Fire Fighter Association|January|11/13/2000|11/16/2000|$75.00|PAID|||01/16/2001|
1661|Asbestos Workers Local #39|October|11/13/2000|11/22/2000|$225.00|REDUCED|$0.00|03/12/2001||
1662|Nebraska Association of County Attorneys|October|11/13/2000|11/22/2000|$225.00|PAID|||12/22/2000|
1663|ASARCO, Incorporated|October|11/13/2000|11/16/2000|$75.00|REDUCED|$0.00|01/03/2001||
2106|J J Westhoff Construction Co.|April|05/12/2003|05/16/2003|$100.00|PAID|||06/10/2003|
1665|Commonwealth Electric Co.|August|09/11/2000|12/11/2000|$750.00|REDUCED|$0.00|01/03/2001||
1666|Corporate Express|October|11/13/2000|12/15/2000|$750.00|REDUCED|$0.00|01/03/2001||
1667|Cytogenetics Foundation|July|08/10/2000|12/15/2000|$750.00|REDUCED|$0.00|01/03/2001||
1668|Cytogenetics Foundation|September|10/11/2000|12/15/2000|$750.00|REDUCED|$0.00|01/03/2001||
1669|Health Care Suppliers, Inc.|November|12/11/2000|12/18/2000|$175.00|PAID|||01/10/2001|
1670|Icon Imaging, Incorporated|September|10/10/2000|12/13/2000|$750.00|REDUCED|$0.00|01/03/2001||
1671|King of Kings Lutheran Church|October|11/13/2000|12/22/2000|$750.00|REDUCED|$0.00|01/03/2001||
1673|Metro Community College Education Association|May|06/12/2000|12/14/2000|$750.00|REDUCED|$0.00|01/03/2001||
1674|Metro Community College Education Association|October|11/13/2000|12/14/2000|$750.00|REDUCED|$0.00|01/03/2001||
1676|Sherry's Hallmark|October|11/13/2000|12/21/2000|$750.00|REDUCED|$0.00|01/03/2001||
1677|Trinity Church Interdenominational|September|10/11/2000|12/22/2000|$750.00|REDUCED|$0.00|01/03/2001||
1678|Trinity Church Interdenominational|October|11/13/2000|12/22/2000|$750.00|REDUCED|$0.00|01/03/2001||
1679|Trinity Church Interdenominational|November|12/11/2000|12/22/2000|$275.00|REDUCED|$0.00|01/03/2001||
1680|Valmont Industries|January|02/10/2000|12/18/2000|$750.00|PAID|||02/12/2001|
1681|Association of Nebraska Community Agencies, Inc.|September|10/10/2000|01/12/2001|$750.00|REDUCED|$0.00|02/12/2001||
1682|Behlen Manufacturing Co.|January|11/13/2000|01/22/2001|$750.00|PAID|||02/22/2001|
1683|Behlen Manufacturing Co.|January|01/10/2001|01/22/2001|$300.00|PAID|||02/26/2001|
1684|Christ's Place|October|11/13/2000|01/04/2001|$750.00|REDUCED|$0.00|02/12/2001||
1685|Fraternal Order of Police Douglas County Lodge #2|February|03/10/2000|01/17/2001|$750.00|PAID|||08/22/2001|
1686|Insured Mortgage Equities, Inc.|September|10/10/2000|01/04/2001|$750.00|REDUCED|$0.00|02/12/2001||
1687|Americans for Sound Public Policy|November|12/11/2000|01/16/2001|$750.00|PAID|||02/25/2002|
1688|Commercial Flooring Systems, Inc.|December|01/10/2001|01/17/2001|$300.00|REDUCED|$0.00|03/12/2001||
1689|Burwell Baptist Church|October|11/13/2000|12/27/2000|$750.00|REDUCED|$0.00|02/20/2001||
1690|Congregation of Temple Israel|October|11/13/2000|01/29/2001|$750.00|REDUCED|$0.00|02/21/2001||
1691|First Christian Church|September|10/10/2000|12/26/2000|$750.00|REDUCED|$0.00|02/20/2001||
1692|Risen Son Baptist Church|October|11/13/2000|12/26/2000|$750.00|REDUCED|$0.00|02/20/2001||
1693|Screenwriters, Inc. dba Screenco|August|09/11/2000|01/31/2001|$750.00|REDUCED|$0.00|03/12/2001||
1694|NE Cable Communications Association|October|11/13/2000|03/02/2001|$750.00|REDUCED|$0.00|03/12/2001||
1695|PDM, Inc.|September|10/10/2000|11/07/2000|$700.00|RED/PAID|$25.00|03/21/2001|03/21/2001|
1696|Sprint|October|11/13/2000|01/12/2001|$750.00|REDUCED|$0.00|03/12/2001||
1697|Ash Grove Cement Company|December|01/10/2001|02/28/2001|$750.00|REDUCED|$0.00|03/27/2001||
1698|Subby Anzaldo Entertainment Agency|May|06/12/2000|03/01/2001|$750.00|REDUCED|$0.00|03/27/2001||
1699|Bellevue Keno, Inc.|December|01/10/2001|02/27/2001|$750.00|REDUCED|$0.00|03/27/2001||
1700|Continental Fire Sprinkler Company|January|02/12/2001|03/15/2001|$750.00|REDUCED|$0.00|03/27/2001||
1701|DLR Group, Inc.|November|12/11/2000|03/12/2001|$750.00|PAID|||04/11/2001|
1702|Douglas Theatre Co.|April|05/10/2000|03/01/2001|$750.00|REDUCED|$0.00|03/28/2001||
1703|East Construction, Inc.|September|10/10/2000|03/05/2001|$750.00|REDUCED|$0.00|03/28/2001||
1704|The Fairmont Group, Inc.|July|08/10/2000|03/01/2001|$750.00|REDUCED|$0.00|03/28/2001||
1705|HDM Corporation|December|01/10/2001|03/01/2001|$750.00|RED/PAID|$25.00|04/04/2001|04/04/2001|
1706|HallMarq Construction, Inc|December|01/10/2001|02/28/2001|$750.00|REDUCED|$0.00|03/28/2001||
1707|Hearth Stone Homes, Inc.|January|02/12/2001|03/13/2001|$725.00|RED/PAID|$25.00|04/05/2001|04/05/2001|
1708|Curt Hofer Construction, Inc.|February|03/12/2001|03/14/2001|$50.00|REDUCED|$0.00|04/17/2001||
1709|Home State Bank|August|09/11/2000|03/01/2001|$750.00|REDUCED|$0.00|03/28/2001||
1710|Houchen Bindery Ltd|February|03/10/2000|03/02/2001|$750.00|REDUCED|$0.00|04/05/2001||
1711|Insured Mortgage Equities|September|10/10/2000|03/05/2001|$750.00|PAID|||04/03/2001|
1712|International Union of Operating Engineers Local 571|October|11/13/2000|03/05/2001|$750.00|REDUCED|$0.00|03/28/2001||
1713|KMS & K Enterprises, Inc.|November|12/11/2000|02/27/2001|$750.00|REDUCED|$0.00|03/28/2001||
1714|MTAC|April|09/11/2000|03/01/2001|$750.00|REDUCED|$0.00|03/28/2001||
1715|Terry McGill, Inc.|January|02/12/2001|03/14/2001|$625.00|RED/PAID|$25.00|04/03/2001|04/03/2001|
1716|NE Telecommunications Association|October|11/13/2000|03/14/2001|$750.00|REDUCED|$0.00|05/18/2001||
1717|Omaha Neon Sign Company, Inc.|December|01/10/2001|03/01/2001|$750.00|RED/PAID|$25.00|04/11/2001|04/11/2001|
1718|Prairie Home Builders|January|02/12/2001|03/01/2001|$425.00|RED/PAID|$25.00|05/01/2001|04/30/2001|
1719|Security Equipment, Inc.|December|01/10/2001|03/02/2001|$750.00|REDUCED|$0.00|03/28/2001||
1720|Simmonds Restaurant Management, Inc.|November|12/11/2000|02/27/2001|$750.00|PAID|||04/23/2001|
1721|Swain Construction, Inc.|February|03/12/2001|03/14/2001|$50.00|PAID|||04/29/2002|
1722|Universal of Omaha Casualty Co.|February|03/10/2000|03/09/2001|$750.00|REDUCED|$0.00|03/28/2001||
1723|Affiliated Companies, Inc.|November|12/11/2000|03/20/2001|$750.00|PAID|||11/30/2001|
1724|ConAgra Foods|January|06/12/2000|03/22/2001|$750.00|REDUCED|$0.00|04/09/2001||
1725|Imperial Court of Nebraska, Inc.|October|11/13/2000|03/22/2001|$750.00|REDUCED|$0.00|04/09/2001||
1726|Northern Natural Gas |January|03/12/2001|03/27/2001|$375.00|REDUCED|$0.00|04/09/2001||
1727|Omaha Paper Stock Co.|October|11/13/2000|03/13/2001|$750.00|REDUCED|$0.00|04/09/2001||
1728|Suiter & Associates, PC|February|03/12/2001|03/15/2001|$75.00|REDUCED|$0.00|04/09/2001||
1729|Dan Witt Builders, Inc.|January|02/12/2001|03/26/2001|$700.00|PAID|||01/07/2002|
1730|Omaha Professional Firefighters LU 385|January|11/13/2000|03/09/2001|$750.00|REDUCED|$0.00|04/09/2001||
1731|Darland Construction Company|February|03/12/2001|03/23/2001|$275.00|RED/PAID|$25.00|04/25/2001|04/23/2001|
1732|Channell Construction Co|February|03/12/2001|03/30/2001|$450.00|REDUCED|$0.00|04/17/2001||
1733|Lanoha Nurseries, Inc.|January|02/12/2001|03/19/2001|$750.00|PAID|||01/28/2002|
1734|Asbestos Workers Local #39|February|03/12/2001|03/19/2001|$175.00|RED/PAID|$25.00|05/17/2001|05/16/2001|
1735|NE State AFL-CIO|February|03/12/2001|03/28/2001|$400.00|REDUCED|$0.00|05/18/2001||
1736|Pennfield Oil Company|January|02/12/2001|03/27/2001|$750.00|PAID|||04/20/2001|
1737|Precision Industries, Inc.|November|12/11/2000|03/29/2001|$750.00|PAID|||05/24/2001|
1738|Steamfitters and Plumbers Local Union 464|September|10/10/2000|03/27/2001|$750.00|REDUCED|$0.00|05/08/2001||
1739|Steamfitters and Plumbers Local Union 464|January|02/12/2001|03/27/2001|$750.00|REDUCED|$0.00|05/08/2001||
1740|Steamfitters and Plumbers Local Union 464|February|03/12/2001|03/27/2001|$425.00|REDUCED|$0.00|05/08/2001||
1741|Ameriwest Corporation|February|03/13/2001|04/16/2001|$750.00|REDUCED|$0.00|05/02/2001||
1742|Behlen Manufacturing Co.|June|07/10/2000|04/23/2001|$750.00|PAID|||04/23/2001|
1743|Bronco's Holding Company|December|01/10/2001|04/10/2001|$750.00|REDUCED|$0.00|05/18/2001||
1744|Constructors Bonding Company|February|03/13/2001|04/19/2001|$750.00|REDUCED|$0.00|05/02/2001||
1745|Foreman Agency|February|03/12/2001|04/19/2001|$750.00|REDUCED|$0.00|06/05/2001||
1113|Catering Management Inc.|April|05/11/1998|10/08/1998|$300.00|REDUCED|$0.00|10/26/1998||
1114|Stein Construction Inc.|April|05/11/1998|10/08/1998|$300.00|REDUCED|$0.00|10/26/1998||
1115|Pfizer, Inc.|February|03/10/1998|10/16/1998|$300.00|REDUCED|$0.00|10/30/1998||
1116|Loup County Education Association|September|10/13/1998|10/23/1998|$100.00|REDUCED|$0.00|11/23/1998||
1117|Nebraska Rural Community Association|September|10/13/1998|10/22/1998|$90.00|PAID|||11/09/1998|
1118|Lee Janssen Motor Co.|February|03/10/1998|10/21/1998|$300.00|REDUCED|$0.00|11/23/1998||
1119|Lee Janssen Motor Co.|August|09/10/1998|10/21/1998|$300.00|REDUCED|$0.00|11/23/1998||
1120|Z & S Construction|September|10/13/1998|10/19/1998|$60.00|REDUCED|$0.00|11/23/1998||
1121|Ash Grove Cement Company|September|10/13/1998|10/22/1998|$90.00|PAID|||11/16/1998|
1122|Plattsmouth Chrysler Center|September|10/13/1998|10/21/1998|$80.00|REDUCED|$0.00|11/10/1998||
1123|Linweld, Inc.|September|10/13/1998|10/22/1998|$90.00|REDUCED|$0.00|11/10/1998||
1124|Insured Mortgage Equities, Inc.|September|10/13/1998|10/23/1998|$100.00|REDUCED|$0.00|11/24/1998||
1126|Mid America Computer Corporation|August|09/10/1998|10/08/1998|$280.00|RED/PAID|$10.00||12/15/1998|
1127|Capitol Aviation|August|09/10/1998|10/05/1998|$250.00|REDUCED|$0.00|11/10/1998||
1128|Nebraska Optometric Association|June|07/10/1998|10/08/1998|$300.00|REDUCED|$0.00|11/10/1998||
1129|Chicago and Central States UNITE Political Education Committee|August|09/10/1998|10/15/1998|$300.00|REDUCED|$0.00|11/13/1998||
1130|R.S. Land, Inc.|February|03/10/1998|10/15/1998|$300.00|REDUCED|$0.00|12/07/1998||
1131|R.C. Krueger Development Company|September|10/13/1998|10/15/1998|$20.00|REDUCED|$0.00||11/09/1998|
1132|A T & T|August|09/10/1998|10/13/1998|$300.00|PAID|||12/01/1998|
1133|Farmers State Bank & Trust Company|September|10/13/1998|10/30/1998|$170.00|REDUCED|$0.00|11/17/1998||
1134|Janet R. Fett, O.D., P.C.|April|05/11/1998|10/28/1998|$300.00|REDUCED|$0.00|11/17/1998||
1135|Janet R. Fett, O.D.,  P.C.|September|10/13/1998|10/28/1998|$150.00|REDUCED|$0.00|11/17/1998||
1136|Herrmann Funeral Home|January|02/10/1998|10/21/1998|$300.00|REDUCED|$0.00|11/10/1998||
1137|Herrmann Funeral Home|August|09/10/1998|10/21/1998|$300.00|REDUCED|$0.00|11/10/1998||
1138|Huntel Systems, Inc.|February|03/10/1998|10/29/1998|$300.00|PAID|||10/29/1998|
1139|International Union of Operating Engineers|January|02/10/1998|10/23/1998|$300.00|REDUCED|$0.00|11/10/1998||
1140|David M. Kincaid, O.D., P.C.|April|05/11/1998|10/28/1998|$300.00|REDUCED|$0.00|11/17/1998||
1141|Byford J. Klein, O.D., P.C.|April|05/11/1998|10/21/1998|$300.00|REDUCED||11/10/1998||
1142|Lawsoft, Inc.|September|10/13/1998|10/20/1998|$70.00|REDUCED|$0.00|11/10/1998||
1143|Lortz Direct Marketing, Inc.|April|05/11/1998|10/28/1998|$300.00|REDUCED|$0.00|11/17/1998||
1144|Merrick County Ag and Industrial Corp.|June|07/10/1998|10/21/1998|$300.00|REDUCED|$0.00|11/10/1998||
1145|Portal Enterprise, Inc.|July|08/10/1998|10/26/1998|$300.00|REDUCED|$0.00|11/17/1998||
1146|The Security Mutual Life Insurance Co. of Lincoln, NE|September|10/13/1998|10/23/1998|$100.00|REDUCED|$0.00|11/10/1998||
1147|Alvine and Associates, Inc.|September|10/13/1998|10/29/1998|$160.00|REDUCED|$0.00|11/24/1998||
1148|The Clarion Group|September|10/13/1998|10/27/1998|$140.00|REDUCED|$0.00|12/02/1998||
1150|K N Energy, Inc.|September|10/13/1998|10/30/1998|$170.00|REDUCED|$0.00|12/02/1998||
1151|John Kohl Auto Center, Inc.|September|10/13/1998|10/29/1998|$160.00|REDUCED|$0.00|11/24/1998||
1152|James S. Mitchell, P.C.|September|10/13/1998|10/26/1998|$130.00|REDUCED|$0.00|11/24/1998||
1153|Aurora Insurance|March|04/10/1998|10/30/1998|$300.00|REDUCED|$0.00|11/17/1998||
1154|Aurora Insurance|September|10/13/1998|10/30/1998|$170.00|REDUCED|$0.00|11/17/1998||
1155|The General Pest Management Company|December|01/12/1998|10/26/1998|$300.00|REDUCED|$0.00|11/23/1998||
1156|The General Pest Management Company|April|05/11/1998|10/26/1998|$300.00|REDUCED|$0.00|11/23/1998||
1157|The Day Companies, Inc.|October|11/10/1998|11/13/1998|$30.00|REDUCED|$0.00|12/07/1998||
1158|Greater Omaha Chamber of Commerce|October|11/10/1998|11/13/1998|$30.00|PAID|||12/01/1998|
1159|Capitol District NSEA|October|11/10/1998|11/12/1998|$20.00|PAID|||12/01/1998|
1160|Bennington Company|October|11/10/1998|11/12/1998|$20.00|PAID|||12/01/1998|
1161|Nebraska Distributing Company|September|10/13/1998|11/02/1998|$200.00|REDUCED|$0.00|12/02/1998||
1162|Diversified Health Services of NE, Inc.|September|10/13/1998|11/03/1998|$210.00|REDUCED|$0.00|12/07/1998||
1163|Cozad Telephone Company|October|11/10/1998|11/13/1998|$30.00|REDUCED|$0.00|12/07/1998||
1165|Roy A. Smith Investments|October|11/10/1998|11/19/1998|$90.00|PAID|$0.00||12/02/1998|
1166|Overland Sand & Gravel Company|October|11/10/1998|11/16/1998|$60.00|REDUCED|$0.00|12/07/1998||
1167|Omaha Police Union Local 101|January|11/10/1998|11/17/1998|$70.00|PAID|$0.00||12/14/1998|
1168|NSEA Tri- Valley District|October|11/10/1998|11/19/1998|$90.00|REDUCED|$0.00|08/02/2001||
1169|Millard Manufacturing Corp.|October|11/10/1998|11/16/1998|$60.00|PAID|$10.00|12/31/1998|12/31/1998|
1170|Howard County Land & Cattle Company|October|11/10/1998|11/20/1998|$100.00|RED/PAID|$10.00|12/15/1998|12/15/1998|
1171|Ainsworth Motors, Inc.|August|09/10/1998|11/19/1998|$300.00|REDUCED|$0.00|12/07/1998||
1172|Western Plains, Inc.|March|06/10/1998|10/19/1998|$300.00|REDUCED|$0.00|12/07/1998||
1174|Airfield Plaza Inn Corporation|October|11/10/1998|12/04/1998|$240.00|REDUCED|$0.00|12/23/1998||
1175|Arapahoe Telephone Company|October|11/10/1998|11/16/1998|$60.00|REDUCED|$0.00|01/07/1999||
1176|Capitol Express, Inc.|April|05/11/1998|11/16/1998|$300.00|REDUCED|$0.00|12/09/1998||
1177|Ciaccio Dennell Group, Inc.|August|09/10/1998|11/20/1998|$300.00|REDUCED|$0.00|12/09/1998||
1178|Ciaccio Dennell Group, Inc.|October|11/10/1998|11/20/1998|$100.00|REDUCED|$0.00|12/09/1998||
1179|Capitol Express|September|10/12/1998|11/16/1998|$300.00|REDUCED|$0.00|12/09/1998||
1180|Commercial National Bank|September|10/13/1998|11/19/1998|$300.00|REDUCED|$0.00|12/09/1998||
1181|First Data Corporation|August|09/10/1998|11/19/1998|$300.00|REDUCED|$0.00|12/09/1998||
1182|Golden Rule Corporation|March|04/10/1998|11/02/1998|$300.00|REDUCED|$0.00|12/09/1998||
1184|Golden Rule Corporation|September|10/13/1998|11/02/1998|$200.00|REDUCED|$0.00|12/09/1998||
1185|Holt Inc.|April|05/11/1998|11/12/1998|$300.00|REDUCED|$0.00|12/09/1998||
1186|Paulsen Development|March|04/10/1998|11/16/1998|$300.00|REDUCED|$0.00|12/09/1998||
1187|Pioneer Travel, Inc.|October|11/10/1998|11/25/1998|$150.00|REDUCED|$0.00|12/09/1998||
1188|Platte Valley State Bank & Trust|September|10/13/1998|11/20/1998|$300.00|REDUCED|$0.00|12/09/1998||
1189|Thurston County Farm Bureau|October|11/10/1998|11/23/1998|$130.00|REDUCED|$0.00|12/17/1998||
1190|Saline County Farm Bureau|October|11/10/1998|11/24/1998|$140.00|REDUCED|$0.00|12/14/1998||
1191|A-1 Metro Movers of Lincoln, Inc.|October|11/10/1998|11/24/1998|$140.00|REDUCED|$0.00|12/17/1998||
1192|Holdrege Education Association|October|11/10/1998|11/23/1998|$130.00|REDUCED|$0.00|12/17/1998||
1193|Northeast Community Faculty Association|October|11/10/1998|11/23/1998|$130.00|REDUCED|$0.00|12/17/1998||
1194|Butler Holding, Inc.|June|07/10/1998|12/04/1998|$300.00|PAID|||12/30/1998|
1195|Merck & Co., Inc.|August|09/10/1998|11/30/1998|$300.00|PAID|||01/04/1999|
1197|Steve Gustafson Farms, Inc.|March|04/10/1998|12/01/1998|$300.00|REDUCED|$0.00|12/17/1998||
1198|Quality Insurance Center, Inc.|March|04/10/1998|12/03/1998|$300.00|REDUCED|$0.00|12/17/1998||
1199|Quality Insurance Center, Inc.|June|07/10/1998|12/03/1998|$300.00|REDUCED|$0.00|12/17/1998||
1200|Steve Gustafson Farms, inc.|September|10/13/1998|12/01/1998|$300.00|REDUCED|$0.00|||
1201|Jennings State Bank|August|09/10/1998|12/03/1998|$300.00|REDUCED|$0.00|12/17/1998||
1202|Millard Manuacturing Corp.|October|11/10/1998|11/16/1998|$60.00|RED/PAID|$10.00|12/31/1998|12/31/1998|
1203|Airfield Plaza Inn Corporation|October|11/10/1998|12/04/1998|$240.00|REDUCED|$0.00|12/23/1998||
1204|Center for Rural Affairs|October|11/10/1998|12/10/1998|$300.00|PAID|||12/28/1998|
1205|Fun Center, Inc. d/b/a Cedar Bowl|October|11/10/1998|12/21/1998|$300.00|REDUCED|$0.00|01/20/1999||
1206|MCI Telecommunications Corp.|September|10/13/1998|12/21/1998|$300.00|REDUCED|$0.00|01/14/1999||
1207|Old Sears Development, Inc.|September|10/13/1998|12/07/1998|$300.00|REDUCED|$0.00|01/14/1999||
1208|Moses Motor Company|September|10/13/1998|12/10/1998|$300.00|REDUCED|$0.00|01/07/1999||
1209|Lincoln Education Association|September|10/13/1998|12/09/1998|$300.00|REDUCED|$0.00|01/07/1999||
1210|A. Glenn Kluck Company|October|11/10/1998|12/07/1998|$270.00|REDUCED|$0.00|01/07/1999||
1211|Gothenberg State Bank|August|09/10/1998|12/07/1998|$300.00|REDUCED|$0.00|01/07/1999||
