Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|02/01/2010|05/14/2009|29.99|A|credit from content watch returned item
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/30/2009|11/03/2008|38.22|A|credit for returned items
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/30/2009|09/25/2008|161.71|A|credit for duplicate charges
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|10/04/2006|10/03/2006|77627|A|TRANSFERS FROM MONEY MARKET TO CHECKING 
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|06/19/2006|04/26/2006|71.43|A|PAYMENT RECEIVED FROM SMITH FOR CONGRESS
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/26/2006|12/31/2005|2442|A|INTEREST EARNED ON MONEY MARKET ACCT.
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/26/2006|11/08/2005|75000|A|TRANSFER TO MONEY MARKET ACCOUNT
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|02/01/2010|02/24/2009|-95000|A|transfer funds to CD
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|10/04/2006|10/03/2006|-7275.53|A|MONEYMKT INTEREST LEFT IN ACCOUNT
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|10/04/2006|09/22/2006|360000|A|WIRE FROM MONEY MARKET FOR PAYMENT DISBU
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|10/27/2006|10/20/2006|558.72|A|MONEY MARKET INTEREST
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|05/01/2006|04/20/2006|2002.77|A|INTEREST EARNED
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|04/10/2006|04/04/2006|304.87|A|CHECKING ACCOUNT INTEREST
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|04/10/2006|03/01/2006|40000|A|TRANSFER FROM CHECKING TO INVESTMENT
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|04/10/2006|04/04/2006|5075.43|A|INVESTMENT ACCOUNT INTEREST
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/26/2006|11/01/2005|350000|A|TRANSFER CD TO MONEY MARKET ACCOUNT
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/25/2006|06/30/2005|-50000|A|SOLD BOND PRINCIPAL, GAIN REP.NEXT STMNT
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/26/2006|11/01/2005|125000|A|TRANSFER OUT OF CHECKING TO MONEY MARKET
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/25/2006|05/05/2005|-50000|A|SOLD PORTION OF MUNICIPAL BOND
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/25/2006|04/26/2005|-100000|A|SOLD PORTION OF MUNICIPAL BOND
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/25/2006|01/12/2005|200000|A|PURCHASE MUNICIPAL BOND
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/26/2006|11/01/2005|4136|A|CD INTEREST TRANSFERRED TO MONEY MARKET 
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/12/2005|12/29/2004|799.3|O|NET GAIN ON 1 YR. CD
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/31/2008|01/19/2007|192.44|A|bruning reimburse for 1/2 office equip
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/31/2008|12/18/2007|100|A|refund from enterprise rent a car
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/31/2008|12/17/2007|47.26|A|refund from hudson news
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/31/2008|05/24/2007|28|A|po box refund
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/31/2008|05/24/2007|937.5|A|refund for office space
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/31/2008|04/30/2007|55.27|A|refund from onstar
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/31/2008|01/24/2007|101.98|A|refund from stacks and stacks
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/31/2008|01/16/2007|51.77|A|refund from kinko's
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/31/2008|02/20/2007|21.39|A|refund from radio shack
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|01/25/2006|06/24/2005|350000|A|PURCHASE 9 MNTH CD - PINNACLE BANK
DREILING FOR STATE TREASURER|99CAC00563|04/15/2002|04/09/2002|11100|O|TRANSFER FROM SAVINGS TO CHECKING       
DREILING FOR STATE TREASURER|99CAC00563|01/29/2002|12/31/2001|109.93|C|INTEREST ON SAVINGS                     
DREILING FOR STATE TREASURER|99CAC00563|01/29/2002|09/04/2001|12000|C|TRANSFER TO SAVINGS ACCT.               
DREILING FOR STATE TREASURER|99CAC00563|05/07/2002|04/09/2002|11100|O|TRANSFER FROM SAVINGS TO CHECKING       
KEARNEY TOMORROW FINANCE COMMITTEE|99BQC00068|05/17/2002|04/30/2002|1.95|C|INTEREST INCOME                         
KEARNEY TOMORROW FINANCE COMMITTEE|99BQC00068|05/17/2002|05/16/2002|-52.28|C|BANK CHARGES                            
MINES FOR LEGISLATURE|99CAC00565|01/31/2006|05/09/2005|795.74|A|EXPENSE CHECK DEPOSITED BACK INTO ACCT
MINES FOR LEGISLATURE|99CAC00565|02/07/2005|01/01/2004|50.23|A|RECONCILIATION WITH BANK RECORDS
TAXPAYERS FOR MILLS (2002)|99CAC00568|01/10/2003|10/21/2002|80|C|EXPENSE 10/21/02 SHOULD HAVE BEEN ON 2ND
TAXPAYERS FOR MILLS (2002)|99CAC00568|01/10/2003|10/18/2002|1867.63|C|EXPENSE 10/18/02 SHOULD HAVE BEEN ON 2ND
TAXPAYERS FOR MILLS (2002)|99CAC00568|01/10/2003|10/17/2002|.05|C|CHECKED RECORDED $.05 OFF               
VICKIE MCDONALD FOR LEGISLATURE (DISSOLVED)|99CAC00569|01/31/2006|09/29/2005|405.62|A|TRAVEL REIMBURSEMENT FROM CANDIDATE 
VICKIE MCDONALD FOR LEGISLATURE (DISSOLVED)|99CAC00569|05/03/2004|01/28/2004|489.6|O|SEN. MCDONALD REIMBURSED MILEAGE ERROR  
VICKIE MCDONALD FOR LEGISLATURE (DISSOLVED)|99CAC00569|01/28/2004|01/28/2003|489.6|O|PERSONAL CHECK TO CAMPAIGN RECIEVED FROM
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|01/15/2003|09/12/2002|-100000|A|TRANSFER OUT TO TRUST ACCOUNT- BUTLER, G
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|11/29/2005|09/16/2005|2000|O|OLD REPUBLIC SURETY BOND REFUND
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|11/29/2005|09/07/2005|3000|O|OLD REPUBLIC SURETY BOND REFUND
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|01/06/2004|12/31/2003|-92.99|C|INT. EARNED AND KEPT IN US BANK MONEY MK
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|01/06/2004|12/31/2003|6000|C|TRANSFER FROM US BANK MONEY MKT. ACCT.  
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|01/06/2004|06/14/2003|20000|C|LEGAL FEE'S DEDUCTED FROM TRUST         
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|01/15/2003|10/25/2002|80000|C|TRANSFERS IN FROM BUTLER, GALTER,OBRIEN,
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|01/15/2003|12/31/2002|-306.4|C|REPORTED INTEREST STILL IN MONEY MKT ACT
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|01/15/2003|09/16/2002|184012|C|TRANSFERS IN FROM MONEY MARKET ACCOUNT  
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|01/15/2003|09/11/2002|-199993|C|TRANSFER OUT TO MONEY MARKET ACCOUNT    
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|07/01/2002|06/25/2002|306|O|20 PREV.  ISSUED CHECKS VOIDED          
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|05/29/2002|04/26/2002|500|O|DISSOLVE PETTY CASH                     
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|04/29/2002|04/04/2002|500|O|ESTABLISH PETTY CASH FUND               
BYRD FOR STATE TREASURER|99CAC00580|01/28/2014|01/24/2014|222.42|O|leslie urban for bookkeeping fee 
BYRD FOR STATE TREASURER|99CAC00580|06/24/2002|05/06/2002|112019.44|O|CFLA ACCOUNT: RECEIVED AND EXPENDED     
SYNOWIECKI FOR LEGISLATURE (DISSOLVED)|99CAC00584|01/14/2003|12/01/2002|593|C|ADDITION ERROR FROM 1ST PRI             
SYNOWIECKI FOR LEGISLATURE (DISSOLVED)|99CAC00584|01/14/2003|12/01/2002|80|C|BEST BUY REBATE                         
SYNOWIECKI FOR LEGISLATURE (DISSOLVED)|99CAC00584|01/14/2003|12/01/2002|50|C|HP REBATE FOR COMPUTER SOFTWARE         
JERRY VAP FOR PUBLIC SERVICE COMMISSION|99CAC00590|01/08/2016|12/31/2015|.1|A|corrected12/31/14 B-1:expense2730.29 
JERRY VAP FOR PUBLIC SERVICE COMMISSION|99CAC00590|01/12/2006|11/04/2005|10000|A|PURCHASE OF CD
JERRY VAP FOR PUBLIC SERVICE COMMISSION|99CAC00590|01/23/2008|12/05/2007|2000|A|Receipt from CD
JERRY VAP FOR PUBLIC SERVICE COMMISSION|99CAC00590|01/23/2008|01/04/2007|3000|A|Receipt from CD
JERRY VAP FOR PUBLIC SERVICE COMMISSION|99CAC00590|01/25/2010|12/04/2009|5213.09|A|cd matured, deposited to checking accoun
JERRY VAP FOR PUBLIC SERVICE COMMISSION|99CAC00590|01/15/2004|06/16/2003|5000|C|CASH IN CD                              
JERRY VAP FOR PUBLIC SERVICE COMMISSION|99CAC00590|01/28/2003|05/13/2002|500|C|PURCHASE CERTIFICATE OF DEPOSIT         
ELECT CAROL KREMER CLERK OF DIST COURT|99CAC00595|03/06/2018|01/28/2018|87.56|O|to close account
CAMPAIGN TO ELECT DR ROBERT J WICHT GOVERNOR(DISSO|99CAC00596|01/09/2006|04/20/2005|2|O|U.S. BANK MERCHANT SERVICES
IMES FOR EDUCATION|99CAC00598|01/09/2003|12/30/2002|2539.61|C|REIMBURSE CANDIDATE FOR EXPENSES        
MURRAY FOR MAYOR|99CAC00601|05/07/2002|04/26/2002|75|O|SALE OF EXTRA FOOD                      
FRED HLAVA FOR THE 49TH|99CAC00608|01/12/2004|01/15/2003|1050|O|REFUND OF OVERPAYMENT OF BILLBOARD COSTS
FRED HLAVA FOR THE 49TH|99CAC00608|01/12/2004|01/06/2003|14.05|O|REFUND OF OVERPAYMENT OF ADVERTISING COS
TIM CAVANAUGH FOR MUD|99CAC00609|10/01/2014|08/31/2014|.03|A|balance changed .03 from prev. stm-unknY
GAMBLING WITH THE GOOD LIFE |99BQC00074|08/04/2016|06/27/2016|4000|A|A PAYMENT WAS MADE TO CORNHUSKER CONSULTING GROUP IN JANUARY, 2016 FOR 4000.  THE AGREEMENT WAS DISSOLVED SO THE 4000 WAS REFUNDED ON JUNE 27, 2016.  
GAMBLING WITH THE GOOD LIFE |99BQC00074|01/14/2015|11/23/2014|39646.8|A|NE SUPREME COURT AWARDED THIS AMOUNT FOR ATTORNEY FEES PAID IN THE SUCCESSFUL ATTEMPT TO KEEP AMENDMENT 1 OFF THE BALLOT.  SINCE THOSE ATTORNEY FEES HAD ALREADY BEEN PAID TO HUSCH BLACKWELL, HUSCH BLACKWELL REFUNDED THIS MONEY.
GAMBLING WITH THE GOOD LIFE |99BQC00074|01/10/2005|12/31/2004|-1000|C|PREVIOUS ACCOUNT TRANSFER WASN'T MADE   
GAMBLING WITH THE GOOD LIFE |99BQC00074|10/25/2004|09/30/2004|0|O|KPTM SETTLEMENT- (4) 30-MINUTE PROGRAMS 
GAMBLING WITH THE GOOD LIFE |99BQC00074|10/25/2004|09/30/2004|0|O|KPTM SETTLEMENT-30 SECOND SPOTS $5,000  
GAMBLING WITH THE GOOD LIFE |99BQC00074|10/25/2004|09/30/2004|0|O|KPTM SETTLEMENT-30 SECOND SPOTS $1,000  
GAMBLING WITH THE GOOD LIFE |99BQC00074|07/01/2004|03/29/2004|1000|C|TRANSFER FROM PREVIOUS COMMITTEE        
NE VOTERS FOR SUSTAINABLE ENERGY (DISSOLVED)|99CAC00613|01/29/2003|01/28/2003|403.4|C|DONATIONS RETURNED TO DONORS            
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|10/27/2006|10/20/2006|.2|O|BANK SERVICE CHARGE
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|10/06/2006|10/02/2006|157|O|PLATTSMOUTH JOURNAL STAR-ADVERTISING
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|10/06/2006|10/02/2006|107.57|O|HOME DEPOT-WOOD STAKES AND STAPLES FOR S
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|10/06/2006|09/18/2006|.1|O|BANK SERVICE CHARGE
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|10/06/2006|08/18/2006|.1|O|BANK SERVICE CHARGE
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|10/06/2006|08/10/2006|137.43|O|QUICK TS CAMPAIGN T SHIRTS
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|10/06/2006|07/24/2006|13|O|PO BOX RENTAL 
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|10/06/2006|09/30/2006|100|O|CHECK FROM CONTRIBUTOR
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|01/21/2004|08/20/2002|.05|C|BANK SERVICE CHARGE                     
BRICE SULLIVAN FOR LEGISLATURE (DIST #26)(DISSOLVE|99CAC00617|08/06/2003|08/01/2003|-26.32|O|DONATION TO LANCASTER CO DEMOCRATIC PART
BRICE SULLIVAN FOR LEGISLATURE (DIST #26)(DISSOLVE|99CAC00617|08/06/2003|08/01/2003|-.25|C|TO CORRECT MISCALCULATION ON PREVIOUS ST
BRICE SULLIVAN FOR LEGISLATURE (DIST #26)(DISSOLVE|99CAC00617|01/14/2003|12/31/2002|-17.13|C|EXPENDITURE OF INTEREST                 
BRICE SULLIVAN FOR LEGISLATURE (DIST #26)(DISSOLVE|99CAC00617|01/14/2003|12/31/2002|25|C|SAVINGS ACCOUT/CHECKING ACCOUNT         
LOUDEN FOR LEGISLATURE|99CAC00618|01/17/2013|12/31/2012|142.92|A|Complete last expense 
LOUDEN FOR LEGISLATURE|99CAC00618|01/06/2006|12/31/2005||A|Adjustment due to NADC Computer Error
LOUDEN FOR LEGISLATURE|99CAC00618|01/24/2011|12/20/2010|24.5|A|bank checks
LOUDEN FOR LEGISLATURE|99CAC00618|01/27/2004|08/20/2003|194|C|REFUND FROM THE PRINTER                 
LOUDEN FOR LEGISLATURE|99CAC00618|01/27/2004|08/01/2003|15|C|REFUND FROM XPRESS NEWS                 
MARTINEZ FOR SCHOOL BOARD|99CAC00621|02/03/2009|12/31/2008|2.22|A|interest on checking account
JOEL JOHNSON FOR LEGISLATURE (DIST #37) (DISSOLVED|99CAC00623|02/13/2009|06/26/2008|346.89|A|Reimbursement FROM Candidate for Water
JOEL JOHNSON FOR LEGISLATURE (DIST #37) (DISSOLVED|99CAC00623|01/15/2003|10/22/2002|121.63|C|EXPENSE PAID WAS ACTUALY INKIND CONTRIBU
COMMITTEE FOR AMENDMENT 2 (DISSOLVED)|99BQC00080|12/30/2002|11/15/2002|7|C|BANK SERVICE CHARGE                     
STRAND FOR CITY COUNCIL|99CAC00635|06/16/2003|04/23/2003|500|O|RETURNED CONTRIBUTION FROM D. HARTMAN   
STRAND FOR CITY COUNCIL|99CAC00635|04/28/2003|04/14/2003|72.25|C|BANK SERVICE CHARGE                     
STRAND FOR CITY COUNCIL|99CAC00635|03/10/2003|01/15/2003|8|C|BANK SERVICE ACCOUNT                    
RAY MOSSEY FOR LEGISLATURE|99CAC00636|09/08/2005|09/01/2004|21.39|A|RETURN PURCHASE TO TARGET
RAY MOSSEY FOR LEGISLATURE|99CAC00636|04/13/2004|03/01/2004|991.94|A|ALEC REIMBURSEMENT OF EXPENSES
RAY MOSSEY FOR LEGISLATURE|99CAC00636|07/23/2004|06/02/2004|37.44|A|RETURN PURCHASE TO TARGET
RAY MOSSEY FOR LEGISLATURE|99CAC00636|07/23/2004|06/01/2004|1128.4|O|BELLEVUE LEADER NEWSPAPER-REIMBURSEMENT 
NEWMAN FOR COUNCIL (DISSOLVED)|99CAC00639|01/10/2005|03/10/2004|160|C|SOLD 4 SEATS FROM THEIR PATRIOTS TABLE  
BECK FOR CITY COUNCIL|99CAC00641|06/16/2003|05/31/2003|.3|C|BANK CHARGE - CYCLE SERVICE CHARGE      
BECK FOR CITY COUNCIL|99CAC00641|06/16/2003|04/28/2003|502|C|INSUFFICIENT FUNDS CHECK & BANK FEE     
BECK FOR CITY COUNCIL|99CAC00641|06/16/2003|04/25/2003|252|C|INSUFFICIENT FUNDS CHECK & BANK FEE     
BECK FOR CITY COUNCIL|99CAC00641|03/31/2003|03/10/2003|53.75|C|BANK CHARGE                             
SENG FOR MAYOR|99CAC00642|02/19/2008|12/31/2007|2309.48|A|Accounting/Reporting errors-misposting
COMMUNITY UNITED FOR EDUCATION|99BQC00084|06/23/2003|06/16/2003|179.7|O|EXPENSE - DONATION OF REMAINING FUNDS   
COMMUNITY UNITED FOR EDUCATION|99BQC00084|06/23/2003|06/16/2003|100.2|O|EXPENSE - MAILING EXPENSE               
COMMUNITY UNITED FOR EDUCATION|99BQC00084|06/23/2003|06/11/2003|175.44|O|EXPENSE - NEWSPAPER ADS                 
COMMUNITY UNITED FOR EDUCATION|99BQC00084|05/19/2003|05/06/2003|104|O|EXPENSE-SLIDE SHOW PRODUCTION           
COMMUNITY UNITED FOR EDUCATION|99BQC00084|05/19/2003|04/29/2003|79.47|O|EXPENSE-VOTER LISTING                   
COMMUNITY UNITED FOR EDUCATION|99BQC00084|05/19/2003|04/30/2003|675|O|DONATIONS-LESS THAN $250 REPORTING THRES
COMMUNITY UNITED FOR EDUCATION|99BQC00084|05/19/2003|03/18/2003|1440.52|O|TRANSFER FROM PREVIOUS ELECTION FUND ACC
COMMITTEE TO ELECT STU DORNAN|99CAC00646|01/19/2007|12/28/2006|518.13|O|overrpayment of services from redstone
COMMITTEE TO ELECT STU DORNAN|99CAC00646|01/19/2007|12/27/2006|107.89|O|rebate from overpayment of phone bill
COMMITTEE TO ELECT STU DORNAN|99CAC00646|01/19/2007|12/06/2006|476|O|redstone communications, rebate from ove
COMMITTEE TO ELECT STU DORNAN|99CAC00646|01/19/2007|12/06/2006|500|O|faith louis purchase laptop computer fro
COMMITTEE TO ELECT STU DORNAN|99CAC00646|04/30/2007|02/12/2007|894.64|O|RedStone Comm, reimbursement/overpayment
COMMITTEE TO ELECT STU DORNAN|99CAC00646|04/30/2007|03/05/2007|81.6|O|RedStone Comm., reimbursement/overpaymen
VOTE ON TOTAL ENHANCEMENT (DISSOLVED)|99BQC00087|03/29/2004|03/26/2004|3187.45|C|CONTRIB. RETURNS REPORTED ON SCHEDULE B 
MIKE FLOOD FOR LEGISLATURE(NOW MIKE FLOOD FOR NE)|99CAC00647|01/29/2004|12/31/2003|100|A|DONATION OF CASH CONTRIBUTION TO THE NOR
MIKE FLOOD FOR LEGISLATURE(NOW MIKE FLOOD FOR NE)|99CAC00647|01/29/2004|10/20/2003|100|A|CASH CONTRIBUTION                       
FISCHER FOR LEGISLATURE|99CAC00648|01/01/2014|12/31/2013|86.25|A|uncleared check
FISCHER FOR LEGISLATURE|99CAC00648|01/27/2006|12/31/2005|18.6|A|BANK CHECK PRINTING CHARGE
FISCHER FOR LEGISLATURE|99CAC00648|01/25/2010|02/17/2009|832|A|Candidate personally reimbursed campaign
FISCHER FOR LEGISLATURE|99CAC00648|05/02/2008|04/28/2008|7.95|A|Refund from Radio Station KSDZ-AM
FISCHER FOR LEGISLATURE|99CAC00648|01/25/2010|10/29/2009|-150|A|Returned check fee/Bank fee
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|02/28/2005|02/17/2005|12.91|O|PETTY CASH REIMBURSEMENT TO MARK VASINA 
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|02/28/2005|02/04/2005|5|O|MONTHLY BANK FEE                        
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|02/28/2005|01/06/2005|5|O|MONTHLY BANK FEE                        
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|11/30/2004|11/07/2004|20|O|MONTHLY $5 BANK FEE (4MTHS)             
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|08/31/2004|07/07/2004|5|O|BANK MONTHLY FEE                        
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|08/02/2004|07/27/2004|25|O|LATE FILING FEE NADC                    
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|08/02/2004|07/06/2004|5|O|BANK MONTHLY FEE                        
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|07/01/2004|06/06/2004|5|O|BANK MONTHLY FEE                        
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|06/01/2004|04/03/2004|25|C|DONATION                                
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|06/01/2004|04/06/2004|5|O|BANK MONTHLY FEE                        
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|04/01/2004|03/04/2004|5|O|BANK MONTHLY SERVICE FEE (WELLS FARGO)  
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|03/01/2004|02/07/2004|5|O|BANK MONTHLY SERVICE FEE (WELLS FARGO)  
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|02/02/2004|01/07/2004|5|O|BANK MONTHLY SERVICE FEE                
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|12/31/2003|12/04/2003|20|O|CHECKS (WELLS FARGO)                    
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|12/31/2003|12/02/2003|5|O|BANK MONTHLY SERVICE FEE (WELLS FARGO)  
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|06/19/2006|06/13/2006|154.02|O|PAYROLL TAX LIABILITIES
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|05/01/2006|04/24/2006|850.2|O|PAYROLL TAXES, SUTA
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|05/01/2006|04/24/2006|172.8|O|PAYROLL TAXES, FUTA
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|05/01/2006|04/24/2006|329.86|O|PAYROLL TAXES, STATE
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|05/01/2006|04/24/2006|1133.34|O|PAYROLL TAX LIABILITIES
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|01/30/2006|12/31/2005|164.39|O|PAYROLL TAX LIABLITIES-NE WITHHOLDING
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|04/10/2006|04/04/2006|612.3|O|PAYROLL TAX LIABILITIES
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|04/10/2006|04/04/2006|125.6|O|PAYROLL TAX LIABILITIES
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|04/10/2006|04/04/2006|240.16|O|PAYROLL TAX LIABILITIES
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|01/30/2006|12/31/2005|171.5|O|PAYROLL TAX LIABLITIES-NE UNEMPLOYMENT
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|01/30/2006|12/31/2005|225.6|O|PAYROLL TAX LIABLITIES-FED UNEMPLOYMENT
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|01/30/2006|12/31/2005|618.26|O|PAYROLL TAX LIABLITIES-FED W/H & FICA
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|01/26/2005|12/31/2004|55.99|O|PAYROLL TAX LIABILITIES                 
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|01/26/2005|12/31/2004|221.06|O|PAYROLL TAX LIABILITIES                 
COMMITTEE TO ELECT ROSIE ZWEIBACK (DISSOLVED)|99CAC00656|06/21/2004|06/18/2004|45|C|A BILL FOR A NEWSPAPER AD CAME IN THE DA
GAFFNEY FOR LEGISLATION (DISSOLVED)|99CAC00657|03/11/2005|06/30/2004|80.49|A|SENT TO NSEA PAC
BRUMBAUGH FOR LEGISLATURE|99CAC00658|06/21/2004|05/16/2004|.17|C|BANK CHECK CHARGE                       
BRUMBAUGH FOR LEGISLATURE|99CAC00658|05/03/2004|04/23/2004|.17|C|BANK SERVICE CHARGE CREDIT              
BRUMBAUGH FOR LEGISLATURE|99CAC00658|05/03/2004|04/15/2004|31.52|C|VOIDED CHECK                            
BRUMBAUGH FOR LEGISLATURE|99CAC00658|04/13/2004|04/01/2004|.09|C|US BANK SERVICE CHARGE                  
BRUMBAUGH FOR LEGISLATURE|99CAC00658|04/13/2004|02/03/2004|16.95|C|US BANK CHECK PRINTING CHARGE           
COMMITTEE FOR CHARITABLE AND PUBLIC INTEREST GAMIN|99BQC00091|03/01/2005|02/01/2005|151|O|VOIDED CHECKS                           
COMMITTEE FOR CHARITABLE AND PUBLIC INTEREST GAMIN|99BQC00091|03/01/2005|11/22/2004|5.48|O|POSTAGE REFUND                          
COMMITTEE FOR CHARITABLE AND PUBLIC INTEREST GAMIN|99BQC00091|03/01/2005|09/16/2004|47.29|O|PHONE REFUND                            
COMMITTEE FOR CHARITABLE AND PUBLIC INTEREST GAMIN|99BQC00091|03/01/2005|08/18/2004|256.6|O|POSTAGE REFUND                          
COMMITTEE FOR CHARITABLE AND PUBLIC INTEREST GAMIN|99BQC00091|08/03/2004|07/15/2004|675|O|SALE OF COMPUTER EQUIP. TO BECKER LEASIN
COMMITTEE TO ELECT MARK GUSTAFSON (DISSOLVED)|99CAC00660|04/14/2005|04/08/2005|46.68|O|REMAINING FUNDS FROM ACCOUNT
