Form A1 ID Number|Date Received|Candidate ID|Candidate Last Name|Candidate First Name|Candidate Middle Initial|Support/Oppose|Office Sought|Office Title|Office Description
18CAC02397|03/23/2018|07FIS10800|MOSER|MICHAEL|L|0|22|22|LEGISLATURE
07CAC01042|11/16/2007|07FIS10908|UTTER|DENNIS|R|0|33|33|LEGISLATURE
08CAC01140|05/12/2008|08FIS11260|CORRIGAN|JOHN||0|03|03|METRO TECH COMMUNITY COLLEGE
07CAC01030|03/28/2007|07FIS10847|MEGINNIS|RICHARD|W|0|SCHOOL BOARD - DIST 02|SCHOOL BOARD - DIST 02|LINCOLN
19CAC02612|03/11/2019|07FIS10847|MEGINNIS|RICHARD|W|0|CITY COUNCIL DISTRICT #02|CITY COUNCIL DISTRICT #02|LINCOLN
16CAC02158|05/02/2016|07FIS10910|ZEEB|RUSSELL|L|0|COUNTY COMMISSIONER DIST. #02|COUNTY COMMISSIONER DIST. #02|SARPY
08CAC01068|01/07/2008|07FIS10884|GEARY|CHRISTOPHER|N|0|03|03|LEGISLATURE
09CAC01373|04/07/2009|07FIS10884|GEARY|CHRISTOPHER|N|0|GOVERNOR|GOVERNOR|GOVERNOR
16CAC02210|09/12/2016|07FIS10884|GEARY|CHRISTOPHER|N|0|MAYOR|MAYOR|OMAHA
08CAC01118|04/16/2008|07FIS10886|PRICE|SCOTT|A|0|03|03|LEGISLATURE
07CAC01041|10/05/2007|07FIS10914|SCHOMMER|TOM ||0|MAYOR|MAYOR|NORFOLK
12CAC01683|05/08/2012|07FIS10914|SCHOMMER|TOM ||0|03|03|STATE BOARD OF EDUCATION
11CAC01587|07/08/2011|07FIS10923|BARRETT|LEVERNE|A|0|23|23|LEGISLATURE
07CAC01049|11/20/2007|07FIS10923|BARRETT|LEVERNE|A|0|21|21|LEGISLATURE
07CAC01066|01/01/1999|07FIS10963|ROGERS|ROG||0|01|01|LEGISLATURE
08CAC01108|04/04/2008|07FIS10964|BARRIENTOS-PATLAN|REBECCA||0|05|05|LEGISLATURE
07CAC01067|12/31/2007|07FIS10965|SCOTT|SUSAN|M|0|29|29|LEGISLATURE
12CAC01606|01/05/2012|07FIS10965|SCOTT|SUSAN|M|0|29|29|LEGISLATURE
08CAC01101|03/11/2008|08FIS11065|SHOEMAKER|DON   (CHUCK)|C|0|33|33|LEGISLATURE
08CAC01102|03/19/2008|08FIS11176|EDWARDS|DONALD  'SKIP'||0|MAYOR|MAYOR|FREMONT
08CAC01148|07/14/2008|08FIS11251|JOY|JERRY|D|0|01|01|LEGISLATURE
12CAC01659|04/12/2012|08FIS11251|JOY|JERRY|D|0|01|01|LEGISLATURE
08CAC01146|05/06/2008|08FIS11258|JENSEN KOSTOS|SANDRA||0|OMAHA SCHOOL BOARD - DIST 12|OMAHA SCHOOL BOARD - DIST 12|OMAHA
14CAC01871|02/14/2014|08FIS11259|SMOYER|BRENT|T|0|26|26|LEGISLATURE
10CAC01469|06/22/2010|08FIS11259|SMOYER|BRENT|T|0|COUNTY COMMISSIONER DIST. #05|COUNTY COMMISSIONER DIST. #05|LANCASTER
13CAC01855|12/31/9999|09FIS11449|KUEHN|JOHN|L|0|38|38|LEGISLATURE
13CAC01855|02/10/2014|09FIS11449|KUEHN|JOHN|L|0|38|38|LEGISLATURE
06CAC00976|10/12/2006|06FIS10750|WALLIN|JEFF||0|UPPER REPUBLICAN - AT LARGE|UPPER REPUBLICAN - AT LARGE|NATURAL RESOURCE DISTRICT
06CAC00864|10/17/2006|06FIS10752|RHOADES|CRYSTAL NO||0|AT LARGE|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
06CAC00797|02/14/2006|06FIS10771|EWING|JOHN|W|0|COUNTY TREASURER|COUNTY TREASURER|DOUGLAS
07CAC01033|08/15/2007|07FIS10894|CLARE|TIMOTHY |F|0|01|01|BOARD OF REGENTS
07CAC01037|09/04/2007|07FIS10903|NOWAK|NATALIE||0|31|31|LEGISLATURE
08CAC01080|01/28/2008|07FIS10945|SCHILZ|KENNETH|E|0|47|47|LEGISLATURE
08CAC01079|01/25/2008|08FIS10990|INTERMILL|NANCY||0|COUNTY COMMISSIONER AT LARGE|COUNTY COMMISSIONER AT LARGE|LANCASTER
08CAC01082|01/31/2008|08FIS10998|WAGNER|TRAVIS|A|0|25|25|LEGISLATURE
08CAC01122|04/15/2008|08FIS11250|TRINKLE|KEN||0|BELLEVUE CITY COUNCIL|BELLEVUE CITY COUNCIL|BELLEVUE
09CAC01372|04/15/2009|09FIS11487|BOSWELL|LANNY||0|SCHOOL BOARD - DIST 05|SCHOOL BOARD - DIST 05|LINCOLN
13CAC01765|01/29/2013|09FIS11487|BOSWELL|LANNY||0|SCHOOL BOARD - DIST 05|SCHOOL BOARD - DIST 05|LINCOLN
09CAC01374|05/05/2009|09FIS11493|ZINK|WALTER|E|0|AIRPORT AUTHORITY|AIRPORT AUTHORITY|LINCOLN
99CAC00259|03/18/1994|09FIS11501|EUREK|ALLAN|J|0|SECRETARY OF STATE|SECRETARY OF STATE|SECRETARY OF STATE
14CAC01897|04/09/2014|09FIS11501|EUREK|ALLAN|J|0|ATTORNEY GENERAL|ATTORNEY GENERAL|ATTORNEY GENERAL
09CAC01377|07/02/2009|09FIS11513|KELLY|JOE|P|0|COUNTY ATTORNEY|COUNTY ATTORNEY|LANCASTER
06CAC00938|09/05/2006|06FIS10732|SCHWAB|RONALD|L|0|32|32|LEGISLATURE
10CAC01426|04/05/2010|06FIS10733|PHARES|ROBERT|A|0|07|07|BOARD OF REGENTS
07CAC01031|06/06/2007|07FIS10883|JANSSEN|CHARLIE||0|15|15|LEGISLATURE
13CAC01787|01/01/1900|07FIS10883|JANSSEN|CHARLIE||0|15|15|LEGISLATURE
14CAC01873|02/25/2014|07FIS10883|JANSSEN|CHARLIE||0|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
14CAC01873|02/25/2014|07FIS10883|JANSSEN|CHARLIE||0|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
13CAC01787|09/25/2013|07FIS10883|JANSSEN|CHARLIE||0|GOVERNOR|GOVERNOR|GOVERNOR
07CAC01035|08/23/2007|07FIS10897|NORDQUIST|JEREMIAH|J|0|07|07|LEGISLATURE
10CAC01427|04/07/2010|10FIS11613|SCHWARZ|PAUL|M|0|COUNTY SHERIFF|COUNTY SHERIFF|DAWSON
10CAC01425|04/02/2010|10FIS11652|RAYBOULD|JANE|M|0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|LANCASTER
15CAC02035|01/07/2015|10FIS11652|RAYBOULD|JANE|M|0|CITY COUNCIL DISTRICT #03|CITY COUNCIL DISTRICT #03|LINCOLN
10CAC01412|03/31/2010|10FIS11667|THOMPSON|JAMES|W|0|COUNTY COMMISSIONER DIST. #02|COUNTY COMMISSIONER DIST. #02|SARPY
10CAC01442|04/21/2010|10FIS12021|FEY|MARIAN||0|BOARD OF EDUCATION DIST. #01|BOARD OF EDUCATION DIST. #01|OMAHA
09CAC01388|11/04/2009|09FIS11559|NESBITT|TOM ||0|STATE TREASURER|STATE TREASURER|STATE TREASURER
10CAC01395|01/11/2010|09FIS11561|WOODLE|MARC|V|0|COUNTY ASSESSOR|COUNTY ASSESSOR|SARPY
17CAC02347|11/08/2017|09FIS11562|PIERCE|KRIS|J|0|COUNTY ASSESS/REGISTER DEEDS|ASSESSOR/REGISTER OF DEEDS|DOUGLAS
09CAC01389|11/16/2009|09FIS11562|PIERCE|KRIS|J|0|SECRETARY OF STATE|SECRETARY OF STATE|SECRETARY OF STATE
09CAC01390|11/16/2009|09FIS11563|STEBBING|ANDREW|F|0|COUNTY TREASURER|COUNTY TREASURER|LANCASTER
14CAC02032|12/04/2014|09FIS11563|STEBBING|ANDREW|F|0|MAYOR|MAYOR|LINCOLN
10CAC01433|04/12/2010|10FIS12012|SLOSBURG|MARTHA||0|DIST. 66 SCHOOL BOARD AT LARGE|DIST. 66 SCHOOL BOARD AT LARGE|OMAHA
10CAC01436|04/29/2010|10FIS12023|RAYMAN|REBECCA|J|0|22|22|LEGISLATURE
10CAC01474|06/28/2010|10FIS12032|HAZARD|PAUL||0|CITY COUNCIL|CITY COUNCIL|KEARNEY
16CAC02141|03/21/2016|10FIS12025|MULLIGAN|THOMAS|M|0|SUBDISTRICT #5|SUBDISTRICT #5|OMAHA PUBLIC POWER DISTRICT
11CAC01580|06/07/2011|10FIS12025|MULLIGAN|THOMAS|M|0|CITY COUNCIL DISTRICT #07|CITY COUNCIL DISTRICT #07|OMAHA
10CAC01466|05/21/2010|10FIS11595|KNABE|JOHN|W|0|30|30|LEGISLATURE
10CAC01405|02/19/2010|10FIS11714|LILLIS|JOHN||0|12|12|LEGISLATURE
10CAC01409|02/26/2010|10FIS11721|LAKERS|MARK|A|0|GOVERNOR|GOVERNOR|GOVERNOR
10CAC01478|07/26/2010|10FIS11724|DORCEY|PATRICK|J|0|COUNTY SHERIFF|COUNTY SHERIFF|SEWARD
10CAC01481|08/11/2010|10FIS11738|LOUDERBACK|NATHANIEL|J|0|02|02|LEGISLATURE
10CAC01406|02/23/2010|10FIS11740|LARSON|TYSON|R|0|40|40|LEGISLATURE
10CAC01455|05/04/2010|10FIS11741|BOSSHART|DEBRA|A|0|16|16|LEGISLATURE
10CAC01408|02/24/2010|10FIS11752|OVERMAN|MARK|L|0|COUNTY SHERIFF|COUNTY SHERIFF|SCOTTS BLUFF
10CAC01440|04/19/2010|10FIS11753|BRASCH|LYDIA|N|0|16|16|LEGISLATURE
10CAC01486|10/01/2010|10FIS11781|BUTCHER|GREGORY |A|0|COUNTY COMMISSIONER DIST. #05|COUNTY COMMISSIONER DIST. #05|LANCASTER
10CAC01479|08/04/2010|10FIS11684|MCINTYRE|DENNIS|J|0|08|08|STATE BOARD OF EDUCATION
10CAC01424|04/02/2010|10FIS11685|O'HOLLERAN|MOLLY  |S|0|07|07|STATE BOARD OF EDUCATION
10CAC01417|03/23/2010|09FIS11545|MCCARTNEY|JANET|M|0|COUNTY COMMISSIONER DIST. #02|COUNTY COMMISSIONER DIST. #02|CASS
09CAC01386|10/27/2009|09FIS11551|SANDERS|RITA|G|0|MAYOR|MAYOR|BELLEVUE
14CAC01948|05/12/2014|09FIS11551|SANDERS|RITA|G|0|MAYOR|MAYOR|BELLEVUE
10CAC01512|11/01/2010|10FIS11586|JENSON|JOHN|D|0|COUNTY SHERIFF|COUNTY SHERIFF|CHEYENNE
10CAC01392|01/08/2010|10FIS11588|HARR|BURKE|J|0|08|08|LEGISLATURE
10CAC01437|12/31/9999|10FIS11610|MCCORMICK|DENNIS|L|0|COUNTY SUPERVISOR DISTRICT #04|COUNTY SUPERVISOR DISTRICT #04|WASHINGTON
12CAC01651|04/10/2012|10FIS11637|GETZSCHMAN|SCOTT||0|MAYOR|MAYOR|FREMONT
10CAC01410|03/02/2010|10FIS11697|SMITH|JIM  |I|0|14|14|LEGISLATURE
11CAC01571|03/10/2011|10FIS11703|WRIGHT|CHAD|W|0|CITY COUNCIL DISTRICT #04|CITY COUNCIL DISTRICT #04|LINCOLN
10CAC01403|02/18/2010|10FIS11710|REAM|RICHARD|J|0|08|08|LEGISLATURE
10CAC01488|10/04/2010|10FIS12062|COOK|JUSTIN|J|0|COUNTY ATTORNEY|COUNTY ATTORNEY|SAUNDERS
10CAC01509|10/29/2010|10FIS12069|THALLAS|NICHOLAS|L|0|COUNTY SHERIFF|COUNTY SHERIFF|WASHINGTON
10CAC01490|10/04/2010|10FIS12082|FRIESEN|JOSH||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
11CAC01555|04/14/2011|10FIS12098|BLOOMFIELD|DAVID|F|0|17|17|LEGISLATURE
11CAC01566|02/18/2011|11FIS12123|BUFFINGTON|TAMMY|S|0|MAYOR|MAYOR|LINCOLN
11CAC01575|03/25/2011|11FIS12137|KOSMICKI|BOBBI|J|0|CITY COUNCIL DISTRICT #02|CITY COUNCIL DISTRICT #02|LINCOLN
15CAC02071|03/13/2015|11FIS12171|WISHART|ANNA|D|0|27|27|LEGISLATURE
15CAC02071|01/01/1900|11FIS12171|WISHART|ANNA|D|0|27|27|LEGISLATURE
14CAC01864|04/05/2011|11FIS12171|WISHART|ANNA|D|0|AIRPORT AUTHORITY|AIRPORT AUTHORITY|LINCOLN
12CAC01721|10/12/2012|11FIS12181|HENRY|DANIEL|D|0|COUNTY COMMISSIONER DIST. #04|COUNTY COMMISSIONER DIST. #04|CASS
11CAC01588|07/19/2011|11FIS12183|MURANTE|JOHN||0|49|49|LEGISLATURE
17CAC02330|08/25/2017|11FIS12183|MURANTE|JOHN||0|STATE TREASURER|STATE TREASURER|STATE TREASURER
12CAC01722|10/12/2012|11FIS12190|WARSING|JOHN|A|0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|CASS
11CAC01591|09/15/2011|11FIS12194|CARTER|RICHARD||0|45|45|LEGISLATURE
11CAC01596|10/24/2011|11FIS12202|BOLZ|KATE|J|0|29|29|LEGISLATURE
11CAC01598|12/09/2011|11FIS12205|LAMBERT|ROBERT|P|0|02|02|LEGISLATURE
11CAC01600|12/07/2011|11FIS12210|HARTNETT|JAMES RONALD||0|17|17|LEGISLATURE
12CAC01670|04/25/2012|12FIS12228|CURTISS|BROOK|D|0|41|41|LEGISLATURE
12CAC01663|04/16/2012|12FIS12231|LARSON|ROBYN|J|0|02|02|LEGISLATURE
12CAC01662|04/16/2012|12FIS12237|FISH|ERICA||0|09|09|LEGISLATURE
17CAC02329|08/24/2017|12FIS12238|KINTNER|WILLIAM|K|0|COUNTY ASSESSOR|COUNTY ASSESSOR|SARPY
12CAC01626|03/07/2012|12FIS12242|ZIMMERMAN|LARRY|D|0|29|29|LEGISLATURE
12CAC01620|02/02/2012|12FIS12245|AMUNDSON|ROMA|B|0|COUNTY COMMISSIONER DIST. #04|COUNTY COMMISSIONER DIST. #04|LANCASTER
12CAC01621|02/06/2012|12FIS12248|SEILER|LES|R|0|33|33|LEGISLATURE
12CAC01614|01/25/2012|12FIS12249|NAUMANN|DARL||0|COUNTY COMMISSIONER DIST. #04|COUNTY COMMISSIONER DIST. #04|LANCASTER
12CAC01632|03/16/2012|12FIS12261|CORBIN|DAVID|E|0|METROPOLITIAN SUBDIVISION|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
12CAC01640|04/02/2012|12FIS12278|CARLISLE|BRENDA|L|0|COUNTY COMMISSIONER DIST. #04|COUNTY COMMISSIONER DIST. #04|SARPY
12CAC01629|03/13/2012|12FIS12306|PILLEN |JAMES|D|0|03|03|BOARD OF REGENTS
12CAC01644|04/04/2012|12FIS12310|MICHAELIS|KYLE|L|0|27|27|LEGISLATURE
10CAC01490|10/04/2010|10FIS12081|NELSON|DAN||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
12CAC01730|10/10/2012|10FIS12081|NELSON|DAN||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
10CAC01506|10/27/2010|10FIS12091|ALLEN|CINDI|L|0|07|07|STATE BOARD OF EDUCATION
10CAC01513|11/02/2010|10FIS12093|KLEEB|JANE|F|0|SCHOOL BOARD|SCHOOL BOARD|HASTINGS
10CAC01514|11/02/2010|10FIS12094|SCHUSTER|DENNIS||0|MAYOR|MAYOR|BEATRICE
10CAC01421|03/31/2010|11FIS12153|WRIGHT|CHAD|.|0|46|46|LEGISLATURE
12CAC01615|01/27/2012|11FIS12199|ASHFORD|ANN|F|0|08|08|BOARD OF REGENTS
12CAC01609|01/18/2012|12FIS12221|CRAWFORD|SUE|E|0|45|45|LEGISLATURE
12CAC01666|04/17/2012|12FIS12334|ASHFORD|TIMOTHY|L|0|13|13|LEGISLATURE
12CAC01666|05/24/2012|12FIS12334|ASHFORD|TIMOTHY|L|0|13|13|LEGISLATURE
13CAC01772|02/22/2013|12FIS12334|ASHFORD|TIMOTHY|L|0|CITY COUNCIL DISTRICT #02|CITY COUNCIL DISTRICT #02|OMAHA
12CAC01647|04/05/2012|12FIS12335|RAIMONDO|ANTHONY|F|0|03|03|BOARD OF REGENTS
16CAC02130|02/23/2016|12FIS12337|JENNINGS|CARL|D|0|AT LARGE|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
12CAC01628|03/09/2012|12FIS12345|JONES|MICHAEL|E|0|05|05|BOARD OF REGENTS
12CAC01634|03/20/2012|12FIS12351|PETERSEN|MICHAEL||0|15|15|LEGISLATURE
12CAC01660|04/12/2012|12FIS12361|LUETCHENS|MELVIN|H|0|02|02|LEGISLATURE
12CAC01686|05/18/2012|12FIS12457|WISE|RACHEL||0|03|03|STATE BOARD OF EDUCATION
10CAC01491|10/04/2010|10FIS12074|STINSON|BLAINE|E|0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
10CAC01491|10/04/2010|10FIS12075|HOYT|WILLIAM|C|0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
16IRC00531|10/28/2016|10FIS12075|HOYT|WILLIAM|C|0|SUBDIVISION #04|SUBDIVISION #04|NEBRASKA PUBLIC POWER DISTRICT
16CAC02271|12/31/9999|10FIS12075|HOYT|WILLIAM|C|0|SUBDIVISION #04|SUBDIVISION #04|NEBRASKA PUBLIC POWER DISTRICT
10CAC01491|10/04/2010|10FIS12077|PALIC|JOHN||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
10CAC01490|10/04/2010|10FIS12080|FORNOFF|KEVIN||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
10CAC01490|10/04/2010|10FIS12083|LOOMIS|BENJI||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
12CAC01730|10/10/2012|10FIS12083|LOOMIS|BENJI||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
11CAC01568|02/25/2011|11FIS12127|NELSON|TRAVIS||0|CITY COUNCIL DISTRICT #03|CITY COUNCIL DISTRICT #03|LINCOLN
11CAC01585|07/11/2011|11FIS12179|TURCO|ACELA|R|0|31|31|LEGISLATURE
12CAC01677|01/01/1900|12FIS12257|ENGDAHL|JERRY|D|0|COUNTY SUPERVISOR DISTRICT #06|COUNTY SUPERVISOR DISTRICT #06|PLATTE
12CAC01679|05/04/2012|12FIS12274|HALVORSEN|DAVID |A|0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|LANCASTER
12CAC01687|05/31/2012|12FIS12313|KAUFMAN-MCNAMARA|SUZANNE|D|0|03|03|LEGISLATURE
10CAC01452|05/10/2010|10FIS11799|HUNNICUTT|BRANDON|E|0|34|34|LEGISLATURE
10CAC01434|04/13/2010|10FIS11808|KIMMONS|PAUL|R|0|METROPOLITIAN SUBDIVISION|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
10CAC01428|04/07/2010|10FIS11836|WARREN|JAMES|E|0|COUNTY COMMISSIONER DIST. #05|COUNTY COMMISSIONER DIST. #05|SARPY
17CAC02341|10/13/2017|10FIS11836|WARREN|JAMES|E|0|COUNTY COMMISSIONER DIST. #05|COUNTY COMMISSIONER DIST. #05|SARPY
10CAC01422|04/01/2010|10FIS11837|WHITEHEAD|TERESA|L|0|14|14|LEGISLATURE
14CAC01907|04/11/2014|10FIS11855|GROENE|MICHAEL|K|0|42|42|LEGISLATURE
10CAC01491|10/04/2010|10FIS12076|CAPPEL|STEVEN||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
10CAC01490|10/04/2010|10FIS12079|SCHURR|MARTY ||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
10CAC01430|10/13/2010|10FIS12085|HUG|RON||0|AT LARGE|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
11CAC01572|03/21/2011|11FIS12146|MCLEESE STEPHENSON|KATIE||0|SCHOOL BOARD - DIST 06|SCHOOL BOARD - DIST 06|LINCOLN
11CAC01592|09/23/2011|11FIS12198|HOWARD|SARA|E|0|09|09|LEGISLATURE
11CAC01594|10/14/2011|11FIS12201|HILGERS|MICHAEL|T|0|21|21|LEGISLATURE
16PAC00187|07/26/2016|11FIS12201|HILGERS|MICHAEL|T|0|21|21|LEGISLATURE
15CAC02093|08/26/2015|11FIS12201|HILGERS|MICHAEL|T|0|21|21|LEGISLATURE
14CAC01875|02/28/2014|11FIS12201|HILGERS|MICHAEL|T|0|ATTORNEY GENERAL|ATTORNEY GENERAL|ATTORNEY GENERAL
12CAC01605|01/04/2012|11FIS12206|JOHNSON|GERALD|D|0|23|23|LEGISLATURE
11CAC01603|12/15/2011|11FIS12209|KOLOWSKI|RICHARD|L|0|31|31|LEGISLATURE
12CAC01627|03/08/2012|12FIS12236|SMITH|MICHAEL (#29)|J|0|29|29|LEGISLATURE
12CAC01636|03/20/2012|12FIS12263|KELLY|DONALD|R|0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|SARPY
12CAC01669|04/23/2012|12FIS12297|DOMINA|JUDY|M|0|39|39|LEGISLATURE
15CAC02084|07/07/2015|06FIS10690|LAMMERS|ROBERT|A|0|37|37|LEGISLATURE
06CAC00868|04/25/2006|06FIS10690|LAMMERS|ROBERT|A|0|CITY COUNCIL|CITY COUNCIL|KEARNEY
10CAC01504|10/26/2010|06FIS10690|LAMMERS|ROBERT|A|0|CITY COUNCIL|CITY COUNCIL|KEARNEY
06CAC00893|05/03/2006|06FIS10692|LINDSAY|AMY||0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
06CAC00995|10/31/2006|06FIS10756|BROWN|JAMES||0|DISTRICT #02|DISTRICT #02|METROPOLITAN COMMUNITY COLLEGE
07CAC01021|03/13/2007|07FIS10817|EMERY|DOUGLAS|O|0|CITY COUNCIL DISTRICT #01|CITY COUNCIL DISTRICT #01|LINCOLN
07CAC01048|11/07/2007|07FIS10926|GIESE|ROBERT|J|0|17|17|LEGISLATURE
10CAC01435|04/12/2010|07FIS10926|GIESE|ROBERT|J|0|COUNTY TREASURER|COUNTY TREASURER|DAKOTA
08CAC01183|08/20/2008|08FIS11296|FESTERSEN|PETE||0|CITY COUNCIL DISTRICT #01|CITY COUNCIL DISTRICT #01|OMAHA
08CAC01073|01/10/2008|07FIS10936|MOLES|CHRISTOPHER|D|0|07|07|LEGISLATURE
07CAC01051|11/29/2007|07FIS10937|ELMSHAEUSER|KARL|L|0|47|47|LEGISLATURE
15CAC02101|10/09/2015|07FIS10937|ELMSHAEUSER|KARL|L|0|47|47|LEGISLATURE
08CAC01085|02/04/2008|07FIS10960|JEFFERS|JAMES|A|0|21|21|LEGISLATURE
08CAC01320|12/23/2008|08FIS11013|STEINER|WILLIAM|A|0|COUNTY COMMISSIONER DIST. #07|COUNTY COMMISSIONER DIST. #07|DOUGLAS
08CAC01110|05/07/2008|08FIS11024|GEORGE|JAMES|F|0|37|37|LEGISLATURE
08CAC01093|02/22/2008|08FIS11045|REGISTER|RICHARD|B|0|15|15|LEGISLATURE
08CAC01186|09/08/2008|08FIS11301|BLUMENTHAL|JON||0|CITY COUNCIL DISTRICT #05|CITY COUNCIL DISTRICT #05|OMAHA
08CAC01187|09/09/2008|08FIS11303|HEIDEL|JACK||0|LEARNING COMMUNITY #03|LEARNING COMMUNITY #03|OMAHA
10CAC01414|03/10/2010|08FIS11303|HEIDEL|JACK||0|LEARNING COMMUNITY #03|LEARNING COMMUNITY #03|OMAHA
08CAC01188|09/09/2008|08FIS11304|OSBORN|GREG||0|SUBDISTRICT #05|SUBDISTRICT #05|NATURAL RESOURCE DISTRICT
10CAC01398|01/27/2010|09FIS11535|DIERKS|THOMAS|L|0|26|26|LEGISLATURE
10CAC01391|01/04/2010|09FIS11572|WILSON|DENNIS|L|0|COUNTY ENGINEER/SURVEYOR|COUNTY ENGINEER/SURVEYOR|SARPY
10CAC01431|04/27/2010|10FIS11893|TIEMANN|ROBERT|L|0|30|30|LEGISLATURE
14CAC01884|03/21/2014|10FIS11893|TIEMANN|ROBERT|L|0|30|30|LEGISLATURE
17CAC02339|09/25/2017|10FIS11929|OERTWICH|DOUGLAS|A|0|22|22|LEGISLATURE
10CAC01441|12/31/9999|10FIS11932|CALLAWAY|GLENN|W|0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|SEWARD
18CAC02363|02/08/2018|10FIS11952|DORN|MYRON|W|0|30|30|LEGISLATURE
18CAC02363|12/31/9999|10FIS11952|DORN|MYRON|W|0|30|30|LEGISLATURE
10CAC01416|03/22/2010|10FIS11970|SCHINZEL|DAVE||0|OMAHA SCHOOL BOARD - DIST 09|OMAHA SCHOOL BOARD - DIST 09|OMAHA
11CAC01569|02/08/2011|10FIS11974|ESKRIDGE|CARL|B|0|CITY COUNCIL DISTRICT #04|CITY COUNCIL DISTRICT #04|LINCOLN
10CAC01420|03/29/2010|10FIS11979|BLACK|DAVID|P|0|MAYOR|MAYOR|PAPILLION
09CAC01381|09/25/2009|09FIS11528|STENBERG|DON|B|0|STATE TREASURER|STATE TREASURER|STATE TREASURER
18CAC02446|04/24/2018|10FIS12035|WEISSINGER|ELLEN|M|0|05|05|SOUTHEAST COMMUNITY COLLEGE
09CAC01378|08/28/2009|09FIS11522|EICKMEIER|JOSHUA|L|0|MAYOR|MAYOR|SEWARD
09CAC01385|10/08/2009|09FIS11536|BOUCHER|RICHARD|L|0|COUNTY ATTORNEY|COUNTY ATTORNEY|LANCASTER
10CAC01394|01/11/2010|10FIS11592|STEWART|JANET|E|0|SECRETARY OF STATE|SECRETARY OF STATE|SECRETARY OF STATE
14CAC01892|04/02/2014|10FIS11592|STEWART|JANET|E|0|ATTORNEY GENERAL|ATTORNEY GENERAL|ATTORNEY GENERAL
12CAC01713|10/09/2012|12FIS12475|SMITH|SUSAN||0|11|11|LEGISLATURE
12CAC01678|05/02/2012|12FIS12503|JONES|EARL|M|0|43|43|LEGISLATURE
12CAC01676|04/26/2012|12FIS12504|RICHARDS|BILL||0|BELLEVUE CITY COUNCIL|BELLEVUE CITY COUNCIL|BELLEVUE
12CAC01728|10/24/2012|12FIS12516|MOENNING|JOSH||0|CITY COUNCIL|CITY COUNCIL|NORFOLK
17CAC02301|01/31/2017|12FIS12516|MOENNING|JOSH||0|MAYOR|MAYOR|NORFOLK
12CAC01737|01/01/1900|12FIS12524|CLARK|BRANDON||0|PAPIO MISSOURI SUBDISTRICT #03|PAPIO MISSOURI SUBDISTRICT #03|NATURAL RESOURCE DISTRICT
12CAC01741|01/01/1900|12FIS12528|FRIEDMAN|AMY||0|LEARNING COMMUNITY #04|LEARNING COMMUNITY #04|OMAHA
12CAC01730|10/10/2012|12FIS12530|SHEETS|CLINT||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
12CAC01748|01/01/1900|12FIS12537|MURREN|THAD||0|CITY COUNCIL|CITY COUNCIL|NORFOLK
